,DocumentRatingSource,FlownMonth,AgentCode,AgentName,POS,POSCountryName,OriginCode,CargoType,ProductCode,SpecialHandlingCodeList,CommodityCode,ChargeableWeight,Pieces,Revenue,WeightPerPiece,BinnedWeight,BinnedPieces,RevenuePerPiece,RevenueToMean
21,XXXX,NOVEMBER ,PBKDDPW,PBKDWYFR3DRTS3ZLNHTSGTJYDDMKEH,JUW,JJDIVESWZJQEAYOPBCLJ,JUW,YYY,X,RWCBA,RU,0.3,1,0.43,0.3,0,0,0.43,-5.825882352941177
22,XXXX,OCTOBER  ,PBKDDPW,PBKDWYFR3DRTS3ZLNHTSGTJYDDMKEH,JUW,JJDIVESWZJQEAYOPBCLJ,JUW,YYY,X,RWCBA,BV,1.5,1,2.14,1.5,0,0,2.14,0.0
23,XXXX,OCTOBER  ,SPRTOEI,SPRTOO1CIFHDSOFDUDSYBQZLZHU,YJZ,YJZWNRBGXHRSCJZIQCW,YJZ,YYY,X,RWCBA,RL,5.4,1,1.71,5.4,0,0,1.71,-2.7233333333333336
24,XXXX,SEPTEMBER,VBTDDVB,VBTDW0QNSHVLXPOOMDT,JNV,PJMIV5OVXKAFPJMDKYSQRCHI,JNV,YYY,Y,RWCBA,B2324,30.0,1,274.02099999999996,30.0,0,0,274.02099999999996,-24.327500000000043
25,XXXX,NOVEMBER ,PBKDDPW,PBKDWYFR3DRTS3ZLNHTSGTJYDDMKEH,JUW,JJDIVESWZJQEAYOPBCLJ,JUW,YYY,X,RWCBA,RU,3.6,2,5.12,1.8,0,0,2.56,-3.6958823529411764
26,XXXX,NOVEMBER ,SPRTOEI,SPRTOO1CIFHDSOFDUDSYBQZLZHU,YJZ,YJZWNRBGXHRSCJZIQCW,YJZ,YYY,X,RWCBA,RL,2.4,1,0.76,2.4,0,0,0.76,0.0
27,XXXX,SEPTEMBER,VBTDDVB,VBTDW0QNSHVLXPOOMDT,JNV,PJMIV5OVXKAFPJMDKYSQRCHI,JNV,YYY,Y,RWCBA,B2324,102.0,2,306.0,51.0,0,0,153.0,-145.3485
28,XXXX,NOVEMBER ,PBKDDPW,PBKDWYFR3DRTS3ZLNHTSGTJYDDMKEH,JUW,JJDIVESWZJQEAYOPBCLJ,JUW,YYY,X,RWCBA,BM,0.3,1,0.43,0.3,0,0,0.43,-1.2800000000000002
29,XXXX,NOVEMBER ,PBKDDPW,PBKDWYFR3DRTS3ZLNHTSGTJYDDMKEH,JUW,JJDIVESWZJQEAYOPBCLJ,JUW,YYY,X,RWCBA,BV,1.2,1,1.71,1.2,0,0,1.71,0.0
30,XXXX,SEPTEMBER,PBKDDPW,PBKDWYFR3DRTS3ZLNHTSGTJYDDMKEH,JUW,JJDIVESWZJQEAYOPBCLJ,JUW,YYY,X,RWCBA,RU,8.7,1,12.38,8.7,0,0,12.38,4.298461538461538
31,XXXX,SEPTEMBER,VBTDDVB,VBTDW0QNSHVLXPOOMDT,JNV,PJMIV5OVXKAFPJMDKYSQRCHI,JNV,YYY,Y,RWCBA,B2324,45.0,1,135.0,45.0,0,0,135.0,-163.3485
32,XXXX,NOVEMBER ,PBKDDPW,PBKDWYFR3DRTS3ZLNHTSGTJYDDMKEH,JUW,JJDIVESWZJQEAYOPBCLJ,JUW,YYY,X,RWCBA,BM,2.1,1,2.99,2.1,0,0,2.99,1.28
33,XXXX,SEPTEMBER,PBKDDPW,PBKDWYFR3DRTS3ZLNHTSGTJYDDMKEH,JUW,JJDIVESWZJQEAYOPBCLJ,JUW,YYY,X,RWCBA,RU,7.8,1,11.1,7.8,0,0,11.1,3.018461538461537
34,XXXX,SEPTEMBER,VBTDDVB,VBTDW0QNSHVLXPOOMDT,JNV,PJMIV5OVXKAFPJMDKYSQRCHI,JNV,YYY,Y,RWCBA,B2324,120.0,2,1067.741,60.0,0,0,533.8705,235.522
35,XXXX,OCTOBER  ,PBKDDPW,PBKDWYFR3DRTS3ZLNHTSGTJYDDMKEH,JUW,JJDIVESWZJQEAYOPBCLJ,JUW,YYY,X,RWCBA,RU,12.3,1,17.51,12.3,0,0,17.51,10.518125000000001
36,XXXX,SEPTEMBER,VBTDDVB,VBTDW0QNSHVLXPOOMDT,JNV,PJMIV5OVXKAFPJMDKYSQRCHI,JNV,YYY,Y,RWCBA,B2324,6.6,1,66.145,6.6,0,0,66.145,-232.20350000000002
37,XXXX,OCTOBER  ,VBTDDVB,VBTDW0QNSHVLXPOOMDT,JNV,PJMIV5OVXKAFPJMDKYSQRCHI,JNV,YYY,Y,RWCBA,B2324,30.0,1,90.0,30.0,0,0,90.0,-137.552
38,XXXX,OCTOBER  ,PBKDDPW,PBKDWYFR3DRTS3ZLNHTSGTJYDDMKEH,JUW,JJDIVESWZJQEAYOPBCLJ,JUW,YYY,X,RWCBA,RU,5.7,1,8.11,5.7,0,0,8.11,1.1181249999999991
39,XXXX,OCTOBER  ,VBTDDVB,VBTDW0QNSHVLXPOOMDT,JNV,PJMIV5OVXKAFPJMDKYSQRCHI,JNV,YYY,Y,RWCBA,B2324,8.7,1,86.46700000000001,8.7,0,0,86.46700000000001,-141.08499999999998
40,XXXX,SEPTEMBER,RQNSHPB,FIQOBRQNSH0TJYDDMKEH,ZJK,JXJTPLCGXHRSCJZIQCW,ZVF,YYY,X,RWCBA,BM,7.5,1,178.389,7.5,0,0,178.389,53.51650000000001
41,XXXX,SEPTEMBER,SPRTQLS,SPRT4FP23CI1H34U12IFDORKMSBKLSW,QQJ,FBDFZRQ7ONHZOUWG0XX3VAORZJQEAYOPBCLJ,FTS,YYY,X,RWCBA,ZW,33.0,1,23.65,33.0,0,0,23.65,8.2225
42,XXXX,OCTOBER  ,VBTDDVB,VBTDW0QNSHVLXPOOMDT,JNV,PJMIV5OVXKAFPJMDKYSQRCHI,JNV,YYY,Y,RWCBA,B2324,30.0,1,278.619,30.0,0,0,278.619,51.067000000000036
43,XXXX,SEPTEMBER,SPRTQLS,SPRT4FP23CI1H34U12IFDORKMSBKLSW,QQJ,FBDFZRQ7ONHZOUWG0XX3VAORZJQEAYOPBCLJ,FTS,YYY,X,RWCBA,ZW,18.9,1,13.55,18.9,0,0,13.55,-1.8774999999999977
44,XXXX,SEPTEMBER,RQNSHPB,FIQOBRQNSH0TJYDDMKEH,ZJK,JXJTPLCGXHRSCJZIQCW,ZVF,YYY,X,RWCBA,BV,9.6,1,228.34599999999998,9.6,0,0,228.34599999999998,-624.3815
45,XXXX,OCTOBER  ,SPRTQLS,SPRT4FP23CI1H34U12IFDORKMSBKLSW,QQJ,FBDFZRQ7ONHZOUWG0XX3VAORZJQEAYOPBCLJ,FTS,YYY,X,RWCBA,RW,39.6,1,28.38,39.6,0,0,28.38,20.444499999999998
46,XXXX,OCTOBER  ,VBTDDVB,VBTDW0QNSHVLXPOOMDT,JNV,PJMIV5OVXKAFPJMDKYSQRCHI,JNV,YYY,Y,RWCBA,B2324,44.7,1,413.124,44.7,0,0,413.124,185.57200000000003
47,XXXX,SEPTEMBER,XHZNDXH,XHZNRD1OOGW1KIALUDDGNZOAZOFS,BKT,RPSSQJQEVIFUNUSXQN,BKT,YYY,X,RWCBA,BW,1.5,1,6.152,1.5,0,0,6.152,0.0
48,XXXX,SEPTEMBER,RQNSHPB,FIQOBRQNSH0TJYDDMKEH,ZJK,JXJTPLCGXHRSCJZIQCW,ZVF,YYY,X,RWCBA,BV,62.1,1,1477.109,62.1,0,0,1477.109,624.3815
49,XXXX,OCTOBER  ,SPRTQLS,SPRT4FP23CI1H34U12IFDORKMSBKLSW,QQJ,FBDFZRQ7ONHZOUWG0XX3VAORZJQEAYOPBCLJ,FTS,YYY,X,RWCBA,ZW,9.0,1,6.45,9.0,0,0,6.45,0.4275000000000002
50,XXXX,OCTOBER  ,VBTDDVB,VBTDW0QNSHVLXPOOMDT,JNV,PJMIV5OVXKAFPJMDKYSQRCHI,JNV,YYY,Y,RWCBA,B2324,179.7,2,539.1,89.85,0,0,269.55,41.99800000000002
51,XXXX,SEPTEMBER,RQNSHPB,FIQOBRQNSH0TJYDDMKEH,ZJK,JXJTPLCGXHRSCJZIQCW,ZVF,YYY,X,RWCBA,BM,1.8,1,71.35600000000001,1.8,0,0,71.35600000000001,-53.51649999999999
52,XXXX,NOVEMBER ,VBTDDVB,VBTDW0QNSHVLXPOOMDT,JNV,PJMIV5OVXKAFPJMDKYSQRCHI,JNV,YYY,Y,RWCBA,B2324,0.3,1,9.522,0.3,0,0,9.522,-106.70849999999999
53,XXXX,OCTOBER  ,RQNSHPB,FIQOBRQNSH0TJYDDMKEH,ZJK,JXJTPLCGXHRSCJZIQCW,ZVF,YYY,X,RWCBA,BV,64.5,1,1568.443,64.5,0,0,1568.443,21.889499999999998
54,XXXX,OCTOBER  ,SPRTQLS,SPRT4FP23CI1H34U12IFDORKMSBKLSW,QQJ,FBDFZRQ7ONHZOUWG0XX3VAORZJQEAYOPBCLJ,FTS,YYY,X,RWCBA,ZW,2.4,1,1.72,2.4,0,0,1.72,-4.3025
55,XXXX,SEPTEMBER,XHZNDXH,XHZNRD1OOGW1KIALUDDGNZOAZOFS,BKT,RPSSQJQEVIFUNUSXQN,BKT,YYY,X,RWCBA,BW,1.8,1,6.152,1.8,0,0,6.152,0.0
56,XXXX,NOVEMBER ,VBTDDVB,VBTDW0QNSHVLXPOOMDT,JNV,PJMIV5OVXKAFPJMDKYSQRCHI,JNV,YYY,Y,RWCBA,B2324,60.0,1,180.0,60.0,0,0,180.0,63.76950000000001
57,XXXX,OCTOBER  ,RQNSHPB,FIQOBRQNSH0TJYDDMKEH,ZJK,JXJTPLCGXHRSCJZIQCW,ZVF,YYY,X,RWCBA,BV,62.7,1,1524.664,62.7,0,0,1524.664,-21.889499999999998
58,XXXX,OCTOBER  ,SPRTQLS,SPRT4FP23CI1H34U12IFDORKMSBKLSW,QQJ,FBDFZRQ7ONHZOUWG0XX3VAORZJQEAYOPBCLJ,FTS,YYY,X,RWCBA,ZW,11.1,1,7.96,11.1,0,0,7.96,1.9375
59,XXXX,SEPTEMBER,XHZNDXH,XHZNRD1OOGW1KIALUDDGNZOAZOFS,BKT,RPSSQJQEVIFUNUSXQN,BKT,YYY,X,RWCBA,BW,1.5,1,6.152,1.5,0,0,6.152,0.0
60,XXXX,NOVEMBER ,VBTDDVB,VBTDW0QNSHVLXPOOMDT,JNV,PJMIV5OVXKAFPJMDKYSQRCHI,JNV,YYY,Y,RWCBA,B2324,90.0,1,270.0,90.0,0,0,270.0,153.7695
61,XXXX,OCTOBER  ,XHZNDXH,XHZNRD1OOGW1KIALUDDGNZOAZOFS,BKT,RPSSQJQEVIFUNUSXQN,BKT,YYY,X,RWCBA,BW,1.5,1,6.255,1.5,0,0,6.255,-6.255999999999999
62,XXXX,OCTOBER  ,SPRTQLS,SPRT4FP23CI1H34U12IFDORKMSBKLSW,QQJ,FBDFZRQ7ONHZOUWG0XX3VAORZJQEAYOPBCLJ,FTS,YYY,X,RWCBA,ZW,4.5,1,3.23,4.5,0,0,3.23,-2.7925
63,XXXX,OCTOBER  ,RQNSHPB,FIQOBRQNSH0TJYDDMKEH,ZJK,JXJTPLCGXHRSCJZIQCW,ZVF,YYY,X,RWCBA,BM,10.5,1,255.333,10.5,0,0,255.333,0.0
64,XXXX,NOVEMBER ,RQNSHPB,FIQOBRQNSH0TJYDDMKEH,ZJK,JXJTPLCGXHRSCJZIQCW,ZVF,YYY,X,RWCBA,BM,40.8,1,1000.145,40.8,0,0,1000.145,77.21349999999995
65,XXXX,NOVEMBER ,VBTDDVB,VBTDW0QNSHVLXPOOMDT,JNV,PJMIV5OVXKAFPJMDKYSQRCHI,JNV,YYY,Y,RWCBA,B2324,1.8,1,5.4,1.8,0,0,5.4,-110.83049999999999
66,XXXX,OCTOBER  ,XHZNDXH,XHZNRD1OOGW1KIALUDDGNZOAZOFS,BKT,RPSSQJQEVIFUNUSXQN,BKT,YYY,X,RWCBA,BW,8.7,1,28.151,8.7,0,0,28.151,15.64
67,XXXX,OCTOBER  ,SPRTQLS,SPRT4FP23CI1H34U12IFDORKMSBKLSW,QQJ,FBDFZRQ7ONHZOUWG0XX3VAORZJQEAYOPBCLJ,FTS,YYY,X,RWCBA,ZW,5.7,1,4.09,5.7,0,0,4.09,-1.9325
68,XXXX,NOVEMBER ,SPRTQLS,SPRT4FP23CI1H34U12IFDORKMSBKLSW,QQJ,FBDFZRQ7ONHZOUWG0XX3VAORZJQEAYOPBCLJ,FTS,YYY,X,RWCBA,ZW,23.7,1,16.99,23.7,0,0,16.99,7.677999999999999
69,XXXX,NOVEMBER ,RQNSHPB,FIQOBRQNSH0TJYDDMKEH,ZJK,JXJTPLCGXHRSCJZIQCW,ZVF,YYY,X,RWCBA,BM,34.5,1,845.7180000000001,34.5,0,0,845.7180000000001,-77.21349999999995
70,XXXX,OCTOBER  ,SPRTQLS,SPRT4FP23CI1H34U12IFDORKMSBKLSW,QQJ,FBDFZRQ7ONHZOUWG0XX3VAORZJQEAYOPBCLJ,FTS,YYY,X,RWCBA,BW,40.8,1,29.24,40.8,0,0,29.24,8.593095238095238
71,XXXX,OCTOBER  ,XHZNDXH,XHZNRD1OOGW1KIALUDDGNZOAZOFS,BKT,RPSSQJQEVIFUNUSXQN,BKT,YYY,X,RWCBA,BW,0.6,1,3.128,0.6,0,0,3.128,-9.383
72,XXXX,SEPTEMBER,SPRTOEI,SPRTOO1CIFHDSOFDUDSYBQZLZHU,YJZ,YJZWNRBGXHRSCJZIQCW,YJZ,YYY,X,RWCBA,RU,3.3,1,1.045,3.3,0,0,1.045,-0.7837500000000002
73,XXXX,SEPTEMBER,SPRTQLS,SPRT4FP23CI1H34U12IFDORKMSBKLSW,QQJ,FBDFZRQ7ONHZOUWG0XX3VAORZJQEAYOPBCLJ,FTS,YYY,X,RWCBA,ZW,21.0,1,15.05,21.0,0,0,15.05,-0.3774999999999977
74,XXXX,NOVEMBER ,SPRTQLS,SPRT4FP23CI1H34U12IFDORKMSBKLSW,QQJ,FBDFZRQ7ONHZOUWG0XX3VAORZJQEAYOPBCLJ,FTS,YYY,X,RWCBA,ZW,4.5,1,3.23,4.5,0,0,3.23,-6.081999999999999
75,XXXX,OCTOBER  ,SPRTQLS,SPRT4FP23CI1H34U12IFDORKMSBKLSW,QQJ,FBDFZRQ7ONHZOUWG0XX3VAORZJQEAYOPBCLJ,FTS,YYY,X,RWCBA,ZW,19.5,1,13.98,19.5,0,0,13.98,7.9575000000000005
76,XXXX,OCTOBER  ,SPRTQLS,SPRT4FP23CI1H34U12IFDORKMSBKLSW,QQJ,FBDFZRQ7ONHZOUWG0XX3VAORZJQEAYOPBCLJ,FTS,YYY,X,RWCBA,BW,110.4,3,79.12,36.800000000000004,0,0,26.373333333333335,5.726428571428574
77,XXXX,OCTOBER  ,XHZNDXH,XHZNRD1OOGW1KIALUDDGNZOAZOFS,BKT,RPSSQJQEVIFUNUSXQN,BKT,YYY,X,RWCBA,BW,5.7,1,18.766,5.7,0,0,18.766,6.254999999999999
78,XXXX,SEPTEMBER,SPRTOEI,SPRTOO1CIFHDSOFDUDSYBQZLZHU,YJZ,YJZWNRBGXHRSCJZIQCW,YJZ,YYY,X,RWCBA,RU,7.8,1,2.47,7.8,0,0,2.47,0.6412500000000001
79,XXXX,NOVEMBER ,XHZNDXH,XHZNRD1OOGW1KIALUDDGNZOAZOFS,BKT,RPSSQJQEVIFUNUSXQN,BKT,YYY,X,RWCBA,BV,1.2,1,3.1,1.2,0,0,3.1,0.0
80,XXXX,NOVEMBER ,SPRTQLS,SPRT4FP23CI1H34U12IFDORKMSBKLSW,QQJ,FBDFZRQ7ONHZOUWG0XX3VAORZJQEAYOPBCLJ,FTS,YYY,X,RWCBA,ZW,1.2,1,0.86,1.2,0,0,0.86,-8.452
81,XXXX,OCTOBER  ,SPRTQLS,SPRT4FP23CI1H34U12IFDORKMSBKLSW,QQJ,FBDFZRQ7ONHZOUWG0XX3VAORZJQEAYOPBCLJ,FTS,YYY,X,RWCBA,BW,13.8,1,9.89,13.8,0,0,9.89,-10.75690476190476
82,XXXX,OCTOBER  ,SPRTOEI,SPRTOO1CIFHDSOFDUDSYBQZLZHU,YJZ,YJZWNRBGXHRSCJZIQCW,YJZ,YYY,X,RWCBA,RU,1.8,1,0.57,1.8,0,0,0.57,-0.07125000000000004
83,XXXX,NOVEMBER ,SPRTQLS,SPRT4FP23CI1H34U12IFDORKMSBKLSW,QQJ,FBDFZRQ7ONHZOUWG0XX3VAORZJQEAYOPBCLJ,FTS,YYY,X,RWCBA,ZW,0.9,1,0.65,0.9,0,0,0.65,-8.661999999999999
84,XXXX,OCTOBER  ,SPRTOEI,SPRTOO1CIFHDSOFDUDSYBQZLZHU,YJZ,YJZWNRBGXHRSCJZIQCW,YJZ,YYY,X,RWCBA,RL,30.0,1,9.5,30.0,0,0,9.5,5.066666666666666
85,XXXX,OCTOBER  ,SPRTQLS,SPRT4FP23CI1H34U12IFDORKMSBKLSW,QQJ,FBDFZRQ7ONHZOUWG0XX3VAORZJQEAYOPBCLJ,FTS,YYY,X,RWCBA,BW,0.6,1,0.43,0.6,0,0,0.43,-20.21690476190476
86,XXXX,OCTOBER  ,SPRTQLS,SPRT4FP23CI1H34U12IFDORKMSBKLSW,QQJ,FBDFZRQ7ONHZOUWG0XX3VAORZJQEAYOPBCLJ,FTS,YYY,X,RWCBA,ZW,12.0,1,8.6,12.0,0,0,8.6,2.5774999999999997
87,XXXX,OCTOBER  ,XHZNDXH,XHZNRD1OOGW1KIALUDDGNZOAZOFS,BKT,RPSSQJQEVIFUNUSXQN,BKT,YYY,X,RWCBA,BW,1.5,1,6.255,1.5,0,0,6.255,-6.255999999999999
88,XXXX,NOVEMBER ,SPRTQLS,SPRT4FP23CI1H34U12IFDORKMSBKLSW,QQJ,FBDFZRQ7ONHZOUWG0XX3VAORZJQEAYOPBCLJ,FTS,YYY,X,RWCBA,ZW,3.6,1,2.58,3.6,0,0,2.58,-6.731999999999999
89,XXXX,NOVEMBER ,XHZNDXH,XHZNRD1OOGW1KIALUDDGNZOAZOFS,BKT,RPSSQJQEVIFUNUSXQN,BKT,YYY,X,RWCBA,BW,0.3,1,3.1,0.3,0,0,3.1,-6.199333333333334
90,XXXX,NOVEMBER ,SPRTQLS,SPRT4FP23CI1H34U12IFDORKMSBKLSW,QQJ,FBDFZRQ7ONHZOUWG0XX3VAORZJQEAYOPBCLJ,FTS,YYY,X,RWCBA,ZW,30.3,1,21.72,30.3,0,0,21.72,12.408
91,XXXX,OCTOBER  ,SPRTOEI,SPRTOO1CIFHDSOFDUDSYBQZLZHU,YJZ,YJZWNRBGXHRSCJZIQCW,YJZ,YYY,X,RWCBA,RL,6.6,1,2.09,6.6,0,0,2.09,-2.3433333333333337
92,XXXX,OCTOBER  ,SPRTQLS,SPRT4FP23CI1H34U12IFDORKMSBKLSW,QQJ,FBDFZRQ7ONHZOUWG0XX3VAORZJQEAYOPBCLJ,FTS,YYY,X,RWCBA,BW,0.9,1,0.65,0.9,0,0,0.65,-19.996904761904762
93,XXXX,SEPTEMBER,VBTDDVB,VBTDW0QNSHVLXPOOMDT,AVE,PJMIV5OVXKAFPJMDKYSQRCHI,AVE,YYY,Y,RWCBA,B2324,135.0,2,405.0,67.5,0,0,202.5,116.79360000000003
94,XXXX,NOVEMBER ,SPRTQLS,SPRT4FP23CI1H34U12IFDORKMSBKLSW,QQJ,FBDFZRQ7ONHZOUWG0XX3VAORZJQEAYOPBCLJ,FTS,YYY,X,RWCBA,ZW,54.0,2,38.7,27.0,0,0,19.35,10.038000000000002
95,XXXX,NOVEMBER ,XHZNDXH,XHZNRD1OOGW1KIALUDDGNZOAZOFS,BKT,RPSSQJQEVIFUNUSXQN,BKT,YYY,X,RWCBA,BW,3.0,1,9.299,3.0,0,0,9.299,-0.0003333333333337407
96,XXXX,OCTOBER  ,SPRTOEI,SPRTOO1CIFHDSOFDUDSYBQZLZHU,YJZ,YJZWNRBGXHRSCJZIQCW,YJZ,YYY,X,RWCBA,RU,1.5,1,0.475,1.5,0,0,0.475,-0.16625
97,XXXX,SEPTEMBER,VBTDDVB,VBTDW0QNSHVLXPOOMDT,AVE,PJMIV5OVXKAFPJMDKYSQRCHI,AVE,YYY,Y,RWCBA,B2324,15.3,1,45.9,15.3,0,0,45.9,-39.806399999999975
98,XXXX,NOVEMBER ,SPRTQLS,SPRT4FP23CI1H34U12IFDORKMSBKLSW,QQJ,FBDFZRQ7ONHZOUWG0XX3VAORZJQEAYOPBCLJ,FTS,YYY,X,RWCBA,ZW,6.6,1,4.73,6.6,0,0,4.73,-4.581999999999999
99,XXXX,NOVEMBER ,XHZNDXH,XHZNRD1OOGW1KIALUDDGNZOAZOFS,BKT,RPSSQJQEVIFUNUSXQN,BKT,YYY,X,RWCBA,BW,4.5,1,15.499,4.5,0,0,15.499,6.199666666666667
100,XXXX,OCTOBER  ,SPRTOEI,SPRTOO1CIFHDSOFDUDSYBQZLZHU,YJZ,YJZWNRBGXHRSCJZIQCW,YJZ,YYY,X,RWCBA,RU,2.7,1,0.855,2.7,0,0,0.855,0.21375
101,XXXX,OCTOBER  ,SPRTQLS,SPRT4FP23CI1H34U12IFDORKMSBKLSW,QQJ,FBDFZRQ7ONHZOUWG0XX3VAORZJQEAYOPBCLJ,FTS,YYY,X,RWCBA,BW,77.1,1,55.26,77.1,0,0,55.26,34.61309523809524
102,XXXX,SEPTEMBER,VBTDDVB,VBTDW0QNSHVLXPOOMDT,AVE,PJMIV5OVXKAFPJMDKYSQRCHI,AVE,YYY,Y,RWCBA,B2324,29.7,1,89.1,29.7,0,0,89.1,3.3936000000000206
103,XXXX,NOVEMBER ,SPRTQLS,SPRT4FP23CI1H34U12IFDORKMSBKLSW,QQJ,FBDFZRQ7ONHZOUWG0XX3VAORZJQEAYOPBCLJ,FTS,YYY,X,RWCBA,RW,61.8,2,44.29,30.9,0,0,22.145,15.681818181818183
